filename,transcript,korean,gender,speed,pitch
2282.wav,dieses romantischen Hobbys,이 낭만적인 취미의,male,0.842,0.922
2283.wav,dieses schwierigen Tablets,이 어려운 태블릿의,female,0.827,1.108
2284.wav,diese gleichen Feste,이 같은 축제들이,male,0.873,0.911
2285.wav,eine große Verspätung,한 큰 지연을,female,0.802,1.075
2286.wav,diesen stressigen Kaffee,이 스트레스가 많은 커피를,female,0.854,1.109
2287.wav,eine wunderbare Angst,한 훌륭한 두려움이,male,0.947,0.893
2288.wav,eine dringende Ermäßigung,한 긴급한 할인이,female,0.848,1.125
2289.wav,eine sichere Veranstaltung,한 안전한 행사가,female,0.909,1.1
2290.wav,diesen wunderbaren Mitarbeiter,이 훌륭한 동료를,male,0.826,0.924
2291.wav,eine schnelle Ecke,한 빠른 구석이,male,0.849,0.92
2292.wav,diese schnellen Äpfel,이 빠른 사과들을,male,0.841,0.929
2293.wav,eines nebligen Schnees,한 안개 낀 눈의,male,0.836,0.935
2294.wav,diesen notwendigen Mann,이 필요한 남자를,female,0.828,1.098
2295.wav,diese nützliche Bewerbung,이 유용한 지원서를,female,0.885,1.063
2296.wav,diesem interessanten Schiff,이 흥미로운 배에게,female,0.94,1.079
2297.wav,ein digitaler Unfall,한 디지털의 사고가,female,0.912,1.107
2298.wav,ein interessantes Mädchen,한 흥미로운 소녀를,male,0.832,0.887
2299.wav,dieser dankbare Kollege,이 감사하는 동료가,male,0.856,0.901
2300.wav,ein privater Kiosk,한 개인적인 가판대가,male,0.828,0.928
2301.wav,einem langen Tablet,한 긴 태블릿에게,male,0.938,0.919
2302.wav,ein interessanter Tee,한 흥미로운 차가,female,0.903,1.08
2303.wav,diese klare Lust,이 명확한 욕구가,male,0.902,0.908
2304.wav,einer späten Gruppe,한 늦은 그룹의,female,0.947,1.111
2305.wav,eine dringende Banane,한 긴급한 바나나가,male,0.909,0.881
2306.wav,ein furchtbarer Bahnsteig,한 끔찍한 승강장이,male,0.927,0.93
2307.wav,diesen berühmten Maschinen,이 유명한 기계들에게,male,0.828,0.897
2308.wav,ein besetztes Geschenk,한 사용 중인 선물을,male,0.862,0.903
2309.wav,diesem typischen Dank,이 전형적인 감사에게,male,0.829,0.935
2310.wav,dieses reiche Mineralwasser,이 부유한 미네랄 워터가,male,0.914,0.919
2311.wav,einer toten Party,한 죽은 파티에게,male,0.912,0.919
2312.wav,dieses große Taxi,이 큰 택시가,male,0.925,0.933
2313.wav,dieser kostenlosen Nacht,이 무료의 밤에게,female,0.864,1.124
2314.wav,ein sicherer Vorname,한 안전한 이름이,female,0.944,1.107
2315.wav,einer tiefen Anzeige,한 깊은 광고의,male,0.886,0.901
2316.wav,dieser reichen Reparaturen,이 부유한 수리들의,male,0.892,0.918
2317.wav,ein kurzes Bad,한 짧은 욕실을,male,0.913,0.937
2318.wav,ein frisches Taxi,한 신선한 택시가,male,0.896,0.921
2319.wav,dieser teuren Butter,이 비싼 버터의,female,0.889,1.1
2320.wav,dieses leichte Paar,이 가벼운 한 쌍을,female,0.847,1.123
2321.wav,diese notwendigen Pausen,이 필요한 쉬는 시간들을,female,0.893,1.122
2322.wav,einer nassen Lampe,한 젖은 램프의,female,0.93,1.114
2323.wav,dieser tollen Aufgabe,이 멋진 과제에게,female,0.933,1.064
2324.wav,diesem fantastischen Frühstück,이 환상적인 아침 식사에게,female,0.913,1.106
2325.wav,einem typischen Kaffee,한 전형적인 커피에게,female,0.949,1.121
2326.wav,dieser teuren Discos,이 비싼 디스코들의,male,0.855,0.917
2327.wav,einen leisen Apfel,한 조용한 사과를,male,0.926,0.914
2328.wav,dieser geborenen Küche,이 태어난 주방에게,female,0.932,1.126
2329.wav,dieser sauberen Restaurants,이 깨끗한 식당들의,male,0.937,0.918
2330.wav,dieser klaren Nacht,이 명확한 밤의,male,0.882,0.909
2331.wav,diesen fremden Büchern,이 낯선 책들에게,female,0.949,1.106
2332.wav,dieser gefährlichen Toiletten,이 위험한 화장실들의,female,0.899,1.096
2333.wav,ein harter Kühlschrank,한 딱딱한 냉장고가,female,0.882,1.129
2334.wav,einem beliebten Rücken,한 인기 있는 등에게,female,0.915,1.114
2335.wav,ein frühes Lied,한 이른 노래가,female,0.937,1.128
2336.wav,diese schaden Schülerinnen,이 아쉬운 여학생들이,male,0.917,0.936
2337.wav,eine heiße Uhr,한 뜨거운 시계를,male,0.801,0.918
2338.wav,eines praktischen Eintritts,한 실용적인 입장료의,female,0.917,1.123
2339.wav,eine interessante Orange,한 흥미로운 오렌지를,female,0.906,1.11
2340.wav,einem schlimmen Garten,한 심각한 정원에게,female,0.866,1.124
2341.wav,diese pünktliche Sache,이 시간을 지키는 물건을,female,0.842,1.071
2342.wav,eine schlechte Mail,한 나쁜 메일을,male,0.843,0.912
2343.wav,dieser möglichen Satze,이 가능한 문장들의,female,0.862,1.084
2344.wav,eine spannende Tomate,한 흥미진진한 토마토를,female,0.865,1.064
2345.wav,einer stressigen Ampel,한 스트레스가 많은 신호등의,female,0.924,1.08
2346.wav,diese schriftlichen Supermärkte,이 서면의 슈퍼마켓들이,male,0.911,0.883
2347.wav,diesen reichen Ausweis,이 부유한 신분증을,female,0.825,1.088
2348.wav,einer dünnen Eins,한 얇은 1점에게,male,0.87,0.915
2349.wav,dieses gelbe Gerät,이 노란 장치가,male,0.808,0.901
2350.wav,diese direkten Wolken,이 직접적인 구름들을,male,0.894,0.936
2351.wav,diesen gleichen Salzen,이 같은 소금들에게,male,0.838,0.917
2352.wav,eines digitalen Sportplatzes,한 디지털의 운동장의,female,0.804,1.129
2353.wav,dieser langsame Pullover,이 느린 풀오버가,female,0.911,1.063
2354.wav,eine enge Bohne,한 좁은 콩을,male,0.87,0.885
2355.wav,diesem stressigen Fernsehen,이 스트레스가 많은 텔레비전에게,male,0.811,0.911
2356.wav,diesem internationalen Ende,이 국제적인 끝에게,female,0.936,1.093
2357.wav,dieser berühmten Plätze,이 유명한 광장들의,male,0.916,0.9
2358.wav,eine tiefe Küche,한 깊은 주방이,female,0.843,1.11
2359.wav,diese gelbe Wolke,이 노란 구름을,male,0.924,0.916
2360.wav,diese besetzten Klaviere,이 사용 중인 피아노들이,male,0.807,0.896
2361.wav,dieses kalte Öl,이 차가운 기름을,male,0.832,0.888
2362.wav,diesem tollen Internet,이 멋진 인터넷에게,male,0.884,0.907
2363.wav,eine natürliche Verspätung,한 자연적인 지연이,male,0.815,0.9
2364.wav,dieses einfachen Auslands,이 간단한 해외의,male,0.905,0.889
2365.wav,diesem wahren Kunden,이 진실한 고객에게,female,0.834,1.085
2366.wav,dieses gesunden Kaffees,이 건강한 커피의,female,0.941,1.128
2367.wav,eines wichtigen Flusses,한 중요한 강의,male,0.882,0.913
2368.wav,diese geborenen Geschichten,이 태어난 이야기들이,male,0.86,0.936
2369.wav,dieses reichen Plakats,이 부유한 포스터의,male,0.949,0.889
2370.wav,eine neue Cafeteria,한 새로운 카페테리아를,female,0.907,1.107
2371.wav,dieser dicken Ermäßigung,이 뚱뚱한 할인에게,male,0.865,0.928
2372.wav,dieser schaden Tour,이 아쉬운 여행의,male,0.907,0.929
2373.wav,diese gleiche Schwester,이 같은 자매가,male,0.941,0.925
2374.wav,diese spannende Kosmetik,이 흥미진진한 화장품이,male,0.849,0.928
2375.wav,dieser kurze Appetit,이 짧은 식욕이,female,0.879,1.094
2376.wav,diese sicheren Farben,이 안전한 색들을,male,0.803,0.937
2377.wav,dieser notwendigen Weine,이 필요한 와인들의,male,0.932,0.885
2378.wav,diesem schweren Strand,이 무거운 해변에게,male,0.847,0.891
2379.wav,diese bösen Themen,이 화난 주제들이,female,0.852,1.067
2380.wav,dieser großen Angst,이 큰 두려움의,female,0.948,1.099
2381.wav,dieser fremden Schirm,이 낯선 우산들의,male,0.919,0.914
2382.wav,diesen schnellen Größen,이 빠른 크기들에게,female,0.805,1.116
2383.wav,einem notwendigen Teller,한 필요한 접시에게,female,0.936,1.092
2384.wav,dieser große Fernseher,이 큰 텔레비전이,female,0.846,1.102
2385.wav,eines modernen Witzes,한 현대적인 농담의,female,0.843,1.085
2386.wav,diesem eleganten Name,이 우아한 이름에게,female,0.902,1.079
2387.wav,eines starken Services,한 강한 서비스의,male,0.872,0.899
2388.wav,einem fremden Papier,한 낯선 종이에게,female,0.838,1.102
2389.wav,ein langsames Taxi,한 느린 택시가,female,0.847,1.079
2390.wav,eine klare Pizza,한 명확한 피자가,male,0.909,0.914
2391.wav,einem normalen Schmerz,한 보통의 통증에게,female,0.881,1.078
2392.wav,dieser stressigen Küche,이 스트레스가 많은 주방의,female,0.867,1.108
2393.wav,diese schriftlichen Messer,이 서면의 칼들이,male,0.938,0.899
2394.wav,einem eleganten Comic,한 우아한 만화에게,female,0.889,1.068
2395.wav,eine starke Datei,한 강한 파일을,male,0.887,0.898
2396.wav,einer dankbaren Partnerin,한 감사하는 여파트너에게,male,0.949,0.904
2397.wav,eine ruhige Studentin,한 조용한 여대생을,female,0.899,1.107
2398.wav,diese berühmten Beine,이 유명한 다리들이,male,0.901,0.934
2399.wav,dieser guten Ideen,이 좋은 아이디어들의,male,0.908,0.906
2400.wav,ein saures Eis,한 신 아이스크림을,male,0.844,0.91
2401.wav,diesen wichtigen Kolleginnen,이 중요한 여동료들에게,female,0.844,1.068
2402.wav,ein furchtbares Rad,한 끔찍한 바퀴를,male,0.825,0.934
2403.wav,diese braunen Mäntel,이 갈색의 외투들이,female,0.922,1.122
2404.wav,eine spannende Disco,한 흥미진진한 디스코가,male,0.924,0.924
2405.wav,einer langweiligen Reise,한 지루한 여행의,female,0.899,1.099
2406.wav,einen interessanten Weg,한 흥미로운 길을,female,0.839,1.111
2407.wav,diese schriftlichen Postkarten,이 서면의 엽서들을,male,0.855,0.92
2408.wav,einen frohen Studenten,한 기쁜 학생을,female,0.84,1.105
2409.wav,ein langsamer Besuch,한 느린 방문이,female,0.943,1.072
2410.wav,ein spannendes Bad,한 흥미진진한 욕실을,male,0.876,0.911
2411.wav,diesem falschen Quiz,이 틀린 퀴즈에게,male,0.84,0.921
2412.wav,dieser stressigen Prospekte,이 스트레스가 많은 안내서들의,female,0.83,1.095
2413.wav,einem grauen Baby,한 회색의 아기에게,male,0.818,0.94
2414.wav,diesen pünktlichen Wagen,이 시간을 지키는 자동차를,male,0.935,0.884
2415.wav,eine helle Person,한 밝은 사람이,male,0.884,0.895
2416.wav,eine helle Jacke,한 밝은 재킷을,male,0.87,0.894
2417.wav,dieses hohen Zettels,이 높은 쪽지의,female,0.817,1.105
2418.wav,einem bunten Bein,한 다채로운 다리에게,male,0.828,0.913
2419.wav,eines automatischen Kühlschranks,한 자동의 냉장고의,female,0.943,1.118
2420.wav,einer komischen Tasse,한 이상한 컵에게,female,0.911,1.066
2421.wav,diese blauen Taxis,이 파란 택시들을,male,0.846,0.911
2422.wav,dieses langen Gleisses,이 긴 선로의,male,0.903,0.899
2423.wav,dieses fantastische Salz,이 환상적인 소금을,male,0.881,0.891
2424.wav,eine dringende Information,한 긴급한 정보를,male,0.821,0.914
2425.wav,einer eleganten Katze,한 우아한 고양이의,male,0.928,0.916
2426.wav,diese wichtige Kirche,이 중요한 교회가,female,0.875,1.103
2427.wav,einer kühlen Bluse,한 시원한 블라우스에게,male,0.851,0.928
2428.wav,ein reicher Plan,한 부유한 계획이,female,0.872,1.074
2429.wav,diese langweilige Apotheke,이 지루한 약국을,male,0.946,0.894
2430.wav,ein graues Gericht,한 회색의 요리를,male,0.868,0.927
2431.wav,dieser schweren Klassenarbeiten,이 무거운 학급 시험들의,male,0.91,0.937
2432.wav,eines pünktlichen Hobbys,한 시간을 지키는 취미의,male,0.918,0.914
2433.wav,einer wichtigen Angst,한 중요한 두려움에게,female,0.865,1.121
2434.wav,eines guten Erdgeschosses,한 좋은 1층의,female,0.886,1.067
2435.wav,diesen schwierigen Sachen,이 어려운 물건들에게,female,0.857,1.067
2436.wav,diese freien Getränke,이 자유로운 음료들을,female,0.865,1.098
2437.wav,eine dringende Postkarte,한 긴급한 엽서가,female,0.908,1.11
2438.wav,eine furchtbare Seite,한 끔찍한 페이지가,male,0.831,0.881
2439.wav,einer kostenlosen Notiz,한 무료의 메모의,female,0.925,1.114
2440.wav,dieser billigen Clubs,이 싼 클럽들의,female,0.854,1.088
2441.wav,einer eleganten Mutter,한 우아한 어머니의,male,0.901,0.899
2442.wav,eine normale Mode,한 보통의 패션이,male,0.8,0.917
2443.wav,einem schwarzen Kühlschrank,한 검은 냉장고에게,female,0.822,1.073
2444.wav,einer wunderbaren Minute,한 훌륭한 분에게,female,0.89,1.061
2445.wav,dieser dünnen Texte,이 얇은 텍스트들의,male,0.801,0.923
2446.wav,diesen schweren Programms,이 무거운 프로그램들에게,female,0.908,1.069
2447.wav,diese direkte Ermäßigung,이 직접적인 할인이,female,0.92,1.096
2448.wav,ein gemütliches Gleis,한 아늑한 선로가,male,0.853,0.894
2449.wav,dieser kleinen Firmen,이 작은 회사들의,male,0.821,0.927
2450.wav,diese sympathischen Nachbarinnen,이 호감 가는 여이웃들이,male,0.903,0.921
2451.wav,diese nützlichen Getränke,이 유용한 음료들을,male,0.919,0.911
2452.wav,ein möglicher Hals,한 가능한 목이,male,0.878,0.903
2453.wav,eine lange Frage,한 긴 질문이,female,0.841,1.09
2454.wav,einer aktuellen Mode,한 최신의 패션에게,male,0.81,0.896
2455.wav,diesen langweiligen Autobahnen,이 지루한 고속도로들에게,female,0.868,1.107
2456.wav,einer starken Adresse,한 강한 주소의,male,0.868,0.921
2457.wav,einem gelben Wagen,한 노란 자동차에게,female,0.853,1.108
2458.wav,ein interessanter Sport,한 흥미로운 스포츠가,male,0.92,0.892
2459.wav,diese dicken Pflanzen,이 뚱뚱한 식물들을,female,0.801,1.064
2460.wav,einem digitalen Alter,한 디지털의 나이에게,male,0.934,0.916
2461.wav,einer alten Frage,한 오래된 질문의,male,0.857,0.934
2462.wav,diesen notwendigen Studentinnen,이 필요한 여대생들에게,male,0.813,0.908
2463.wav,dieser frühen Disco,이 이른 디스코에게,male,0.865,0.935
2464.wav,ein süßes Obst,한 달콤한 과일이,female,0.853,1.107
2465.wav,eine wichtige Kunst,한 중요한 예술이,female,0.811,1.082
2466.wav,einer normalen Bitte,한 보통의 부탁에게,male,0.846,0.898
2467.wav,dieser schade Stiefel,이 아쉬운 부츠가,male,0.911,0.898
2468.wav,eine fremde Situation,한 낯선 상황을,male,0.888,0.895
2469.wav,diese kostenlosen Kioske,이 무료의 가판대들을,male,0.916,0.892
2470.wav,diese fetten Schuhe,이 기름진 신발들을,male,0.848,0.892
2471.wav,eine frühe Suppe,한 이른 수프를,female,0.941,1.129
2472.wav,diese berühmten Postkarten,이 유명한 엽서들이,female,0.884,1.099
2473.wav,einen engen Reiseführer,한 좁은 여행 가이드를,female,0.887,1.108
2474.wav,einem wichtigen Café,한 중요한 카페에게,female,0.847,1.089
2475.wav,dieser braunen Motorroller,이 갈색의 스쿠터들의,female,0.83,1.1
2476.wav,diese internationalen Pizzen,이 국제적인 피자들을,male,0.871,0.88
2477.wav,eines männlichen Kunden,한 남성의 고객의,male,0.804,0.901
2478.wav,diese späten Frauen,이 늦은 여자들을,male,0.942,0.912
2479.wav,dieser gefährlichen Bohne,이 위험한 콩의,female,0.847,1.106
2480.wav,ein gesundes Gericht,한 건강한 요리가,female,0.846,1.124
2481.wav,diesem tollen Reisebüro,이 멋진 여행사에게,female,0.864,1.106
2482.wav,diese fleißige Nachbarin,이 부지런한 여이웃이,male,0.822,0.892
2483.wav,einer falschen Schülerin,한 틀린 여학생에게,female,0.938,1.066
2484.wav,eines warmen Apparats,한 따뜻한 기기의,female,0.813,1.076
2485.wav,ein langweiliger Unfall,한 지루한 사고가,male,0.909,0.895
2486.wav,einer eleganten Flasche,한 우아한 병에게,female,0.868,1.111
2487.wav,diese nützlichen Fans,이 유용한 팬들이,female,0.946,1.067
2488.wav,einer glücklichen Schwester,한 행복한 자매에게,female,0.915,1.069
2489.wav,diese starke Bewerbung,이 강한 지원서를,female,0.847,1.063
2490.wav,dieser reichen Birne,이 부유한 배에게,male,0.92,0.901
2491.wav,dieses besetzten Tickets,이 사용 중인 티켓의,female,0.837,1.095
2492.wav,eines toten Abends,한 죽은 저녁의,male,0.809,0.908
2493.wav,diese moderne Mannschaft,이 현대적인 팀을,male,0.852,0.883
2494.wav,diesen toten Geschäften,이 죽은 가게들에게,male,0.893,0.925
2495.wav,ein helles Foto,한 밝은 사진을,male,0.834,0.923
2496.wav,einer wunderbaren Homepage,한 훌륭한 홈페이지에게,male,0.817,0.902
2497.wav,einer schädlichen Heizung,한 해로운 난방에게,male,0.874,0.893
2498.wav,einer internationalen Führung,한 국제적인 안내에게,female,0.896,1.127
2499.wav,einem modernen Interview,한 현대적인 인터뷰에게,female,0.862,1.128
2500.wav,ein langweiliger Markt,한 지루한 시장이,male,0.919,0.924
2501.wav,ein mögliches Erdgeschoss,한 가능한 1층을,male,0.802,0.901
2502.wav,einer privaten Idee,한 개인적인 아이디어에게,male,0.902,0.94
2503.wav,dieser ruhigen Poster,이 조용한 포스터들의,male,0.8,0.92
2504.wav,eine weite Hochzeit,한 넓은 결혼식이,female,0.86,1.09
2505.wav,diesen einfachen Seen,이 간단한 호수들에게,male,0.828,0.909
2506.wav,eine schade Verspätung,한 아쉬운 지연이,male,0.909,0.937
2507.wav,dieses starken Zuckers,이 강한 설탕의,male,0.801,0.935
2508.wav,dieses geborenen Zelts,이 태어난 텐트의,female,0.834,1.105
2509.wav,dieser modernen Dateien,이 현대적인 파일들의,female,0.821,1.129
2510.wav,einer superen Meinung,한 훌륭한 의견의,female,0.822,1.12
2511.wav,einen langweiligen Fehler,한 지루한 실수를,male,0.863,0.889
2512.wav,dieser notwendigen Beispiele,이 필요한 예시들의,female,0.89,1.111
2513.wav,einer neuen Bitte,한 새로운 부탁에게,female,0.843,1.066
2514.wav,eines schwierigen Texts,한 어려운 텍스트의,male,0.945,0.887
2515.wav,einer romantischen Kunst,한 낭만적인 예술의,female,0.861,1.072
2516.wav,einem schwangeren Bekannten,한 임신한 지인에게,female,0.875,1.095
2517.wav,ein schriftlicher Laptop,한 서면의 노트북이,male,0.864,0.929
2518.wav,eines falschen Kuchens,한 틀린 케이크의,female,0.946,1.079
2519.wav,dieses große Brot,이 큰 빵을,female,0.826,1.119
2520.wav,dieser ruhigen Wörter,이 조용한 단어들의,female,0.864,1.122
2521.wav,eines sicheren Zugs,한 안전한 기차의,male,0.893,0.886
2522.wav,dieses sichere Eis,이 안전한 아이스크림을,male,0.914,0.931
2523.wav,ein natürlicher Anruf,한 자연적인 전화가,male,0.815,0.935
2524.wav,dieser süßen Schokolade,이 달콤한 초콜릿의,male,0.83,0.934
2525.wav,eine interessante Idee,한 흥미로운 아이디어가,male,0.926,0.895
2526.wav,ein schädliches Spiel,한 해로운 게임을,female,0.822,1.12
2527.wav,eine gelbe Person,한 노란 사람이,male,0.879,0.9
2528.wav,einen weiten Schmerz,한 넓은 통증을,female,0.899,1.091
2529.wav,dieser superen Note,이 훌륭한 점수의,female,0.934,1.087
2530.wav,dieser kostenlosen Apotheken,이 무료의 약국들의,female,0.897,1.086
2531.wav,einer tiefen Tafel,한 깊은 칠판의,female,0.852,1.083
2532.wav,eine traurige Kollegin,한 슬픈 여동료가,female,0.934,1.067
2533.wav,einer gleichen Ecke,한 같은 구석의,female,0.876,1.12
2534.wav,diesem bösen Ausweis,이 화난 신분증에게,female,0.857,1.078
2535.wav,dieser richtigen Väter,이 올바른 아버지들의,male,0.872,0.924
2536.wav,einer gelben Tomate,한 노란 토마토의,female,0.893,1.095
2537.wav,diese schaden Reihen,이 아쉬운 줄들을,female,0.841,1.073
2538.wav,diese wichtige Minute,이 중요한 분을,male,0.825,0.901
2539.wav,einer richtigen Seite,한 올바른 페이지의,female,0.928,1.108
2540.wav,ein hässlicher Fahrplan,한 못생긴 시간표가,female,0.864,1.107
2541.wav,dieser große Text,이 큰 텍스트가,male,0.868,0.882
2542.wav,diese schaden Wälder,이 아쉬운 숲들이,male,0.821,0.936
2543.wav,eine praktische Pause,한 실용적인 쉬는 시간을,female,0.861,1.074
2544.wav,eines leren Services,한 텅 빈 서비스의,female,0.801,1.06
2545.wav,einen dicken Tisch,한 뚱뚱한 테이블을,female,0.92,1.115
2546.wav,einer digitalen Bluse,한 디지털의 블라우스의,male,0.931,0.898
2547.wav,diesen spannenden Köpfen,이 흥미진진한 머리들에게,female,0.912,1.081
2548.wav,diese gemütliche Anzeige,이 아늑한 광고가,female,0.87,1.079
2549.wav,einen gleichen Bahnhof,한 같은 기차역을,female,0.917,1.106
2550.wav,eines komischen Tiers,한 이상한 동물의,female,0.812,1.09
2551.wav,eines eleganten Bahnsteigs,한 우아한 승강장의,female,0.822,1.095
2552.wav,einer wichtigen Lampe,한 중요한 램프에게,male,0.886,0.893
2553.wav,diese nützlichen Fernseher,이 유용한 텔레비전들이,female,0.859,1.073
2554.wav,dieses komischen Hamburgers,이 이상한 햄버거의,male,0.837,0.888
2555.wav,eine wahre Mitte,한 진실한 가운데를,female,0.906,1.119
2556.wav,dieses fremde Mittel,이 낯선 수단을,female,0.931,1.081
2557.wav,einem wichtigen Test,한 중요한 시험에게,male,0.866,0.909
2558.wav,ein dünner Zahn,한 얇은 이가,male,0.941,0.91
2559.wav,diese klare Zeitung,이 명확한 신문을,male,0.874,0.882
2560.wav,eine böse Reparatur,한 화난 수리가,female,0.917,1.069
2561.wav,diesen willkommenen Ordnungen,이 환영받는 질서들에게,female,0.855,1.071
2562.wav,diese schwere Kirche,이 무거운 교회를,female,0.805,1.112
2563.wav,ein elegantes Jahr,한 우아한 해가,male,0.919,0.924
2564.wav,eines gefährlichen Apfels,한 위험한 사과의,male,0.925,0.915
2565.wav,diesen fetten Kindergärten,이 기름진 유치원들에게,female,0.857,1.087
2566.wav,dieses wichtige Salz,이 중요한 소금을,female,0.94,1.064
2567.wav,diese preiswerten Antwortbogen,이 가성비 좋은 답안지들이,female,0.9,1.095
2568.wav,diesen tollen Programms,이 멋진 프로그램들에게,male,0.84,0.881
2569.wav,diesen notwendigen Ecken,이 필요한 구석들에게,male,0.924,0.936
2570.wav,diese schlimmen Partys,이 심각한 파티들이,female,0.918,1.097
2571.wav,ein langes Mineralwasser,한 긴 미네랄 워터가,female,0.95,1.076
2572.wav,einem digitalen Kleid,한 디지털의 드레스에게,female,0.886,1.097
2573.wav,diese schade Bibliothek,이 아쉬운 도서관을,male,0.936,0.888
2574.wav,einem willkommenen Radiergummi,한 환영받는 지우개에게,female,0.922,1.099
2575.wav,eine kalte Kleidung,한 차가운 옷을,male,0.88,0.883
2576.wav,diese dunklen Parks,이 어두운 공원들이,female,0.879,1.064
2577.wav,dieser bösen Interviews,이 화난 인터뷰들의,female,0.822,1.119
2578.wav,dieser freie Unterricht,이 자유로운 수업이,male,0.873,0.909
2579.wav,diese preiswerten Tücher,이 가성비 좋은 천들이,female,0.86,1.086
2580.wav,dieser dünnen Radios,이 얇은 라디오들의,female,0.868,1.084
2581.wav,eine scharfe Karte,한 날카로운 카드를,male,0.817,0.934
2582.wav,dieser berühmten CDs,이 유명한 CD들의,female,0.803,1.113
2583.wav,einer hässlichen Sache,한 못생긴 물건의,male,0.861,0.906
2584.wav,dieser leichten Karte,이 가벼운 카드에게,male,0.852,0.916
2585.wav,ein heißes Fleisch,한 뜨거운 고기를,male,0.889,0.924
2586.wav,diesem langsamen Schnee,이 느린 눈에게,male,0.84,0.922
2587.wav,dieses nette Kind,이 친절한 아이가,male,0.856,0.935
2588.wav,ein eleganter Sport,한 우아한 스포츠가,male,0.885,0.928
2589.wav,dieses nützliche Tennis,이 유용한 테니스를,female,0.95,1.066
2590.wav,einem gleichen Haushalt,한 같은 가정에게,female,0.83,1.08
2591.wav,diese wichtigen Tische,이 중요한 테이블들이,female,0.861,1.098
2592.wav,diesen freien Schmerzen,이 자유로운 통증들에게,male,0.883,0.929
2593.wav,einer berühmten Postkarte,한 유명한 엽서에게,male,0.922,0.886
2594.wav,dieses frühen Appetits,이 이른 식욕의,male,0.8,0.906
2595.wav,eines furchtbaren Praktikums,한 끔찍한 인턴십의,male,0.877,0.933
2596.wav,eine warme Marmelade,한 따뜻한 잼이,male,0.852,0.936
2597.wav,ein schader Unterricht,한 아쉬운 수업이,male,0.946,0.934
2598.wav,dieses schwierigen Ladens,이 어려운 상점의,male,0.926,0.883
2599.wav,diesem frühen Ball,이 이른 공에게,female,0.817,1.065
2600.wav,einen alten Glückwunsch,한 오래된 축하를,female,0.868,1.098
2601.wav,dieser geborenen Apotheke,이 태어난 약국에게,female,0.845,1.09
2602.wav,eine männliche Freundin,한 남성의 여자 친구를,female,0.832,1.115
2603.wav,diese schwarzen Autobahnen,이 검은 고속도로들이,female,0.918,1.102
2604.wav,dieser mögliche Hals,이 가능한 목이,male,0.912,0.909
2605.wav,diesen preiswerten Geschenken,이 가성비 좋은 선물들에게,male,0.949,0.889
2606.wav,diese schriftliche Veranstaltung,이 서면의 행사를,male,0.871,0.886
2607.wav,diese toten Radiergummis,이 죽은 지우개들을,male,0.907,0.885
2608.wav,diese schöne Tante,이 아름다운 이모가,female,0.932,1.098
2609.wav,dieses schlimmen Tablets,이 심각한 태블릿의,male,0.915,0.893
2610.wav,dieses langweiligen Reisebüros,이 지루한 여행사의,male,0.859,0.9
2611.wav,diesen modernen Büchern,이 현대적인 책들에게,female,0.901,1.122
2612.wav,dieser reichen U-Bahn,이 부유한 지하철의,female,0.802,1.111
2613.wav,einer aktuellen Zahl,한 최신의 숫자에게,female,0.927,1.127
2614.wav,einer aktuellen Anzeige,한 최신의 광고의,male,0.881,0.886
2615.wav,diese späten E-Books,이 늦은 전자책들을,male,0.83,0.897
2616.wav,dieser wahre Service,이 진실한 서비스가,male,0.858,0.885
2617.wav,einem langen Spiel,한 긴 게임에게,female,0.921,1.09
2618.wav,dieses kostenlose Alter,이 무료의 나이를,male,0.812,0.939
2619.wav,dieses rote Gemüse,이 빨간 채소가,female,0.82,1.103
2620.wav,dieses späte Hotel,이 늦은 호텔을,female,0.879,1.11
2621.wav,ein richtiger Blog,한 올바른 블로그가,female,0.941,1.129
2622.wav,diesen kleinen Anrufen,이 작은 전화들에게,female,0.874,1.125
2623.wav,diese kalten Toiletten,이 차가운 화장실들이,female,0.831,1.074
2624.wav,einen digitalen Computer,한 디지털의 컴퓨터를,male,0.941,0.882
2625.wav,dieser grünen Türen,이 초록의 문들의,female,0.849,1.109
2626.wav,einem bequemen Schirm,한 편안한 우산에게,female,0.931,1.091
2627.wav,diese hellen Pflanzen,이 밝은 식물들이,female,0.813,1.111
2628.wav,dieser leichten Personen,이 가벼운 사람들의,male,0.929,0.892
2629.wav,eine schöne Aufgabe,한 아름다운 과제를,female,0.829,1.105
2630.wav,einer stressigen Kreuzung,한 스트레스가 많은 교차로의,male,0.893,0.925
2631.wav,einer kurzen Grippe,한 짧은 독감에게,female,0.843,1.124
2632.wav,dieser normalen Tour,이 보통의 여행에게,male,0.887,0.928
2633.wav,einem günstigen Mantel,한 저렴한 외투에게,female,0.91,1.11
2634.wav,ein kurzes Geschäft,한 짧은 가게가,female,0.845,1.08
2635.wav,diese interessante Sprache,이 흥미로운 언어를,male,0.821,0.936
2636.wav,dieser stressige Sport,이 스트레스가 많은 스포츠가,female,0.916,1.08
2637.wav,diesen langsamen Paaren,이 느린 한 쌍들에게,male,0.848,0.912
2638.wav,dieser bösen Heimat,이 화난 고향에게,female,0.908,1.123
2639.wav,diesem wichtigen Fest,이 중요한 축제에게,female,0.837,1.128
2640.wav,ein neues Schwimmbad,한 새로운 수영장이,male,0.914,0.906
2641.wav,ein schlimmer Satz,한 심각한 문장이,male,0.887,0.894
